"","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","x5"
"45",-0.897673879196766,1.70388647237197,-1.05251337422423,-1.0486667949953,"setosa"
"46",-1.25996378559905,-0.13153881205026,-1.33575163424152,-1.17985947160021,"setosa"
"47",-0.897673879196766,1.70388647237197,-1.22245633023461,-1.31105214820513,"setosa"
"48",-1.50149038986724,0.327317509055298,-1.33575163424152,-1.31105214820513,"setosa"
"49",-0.656147274928578,1.47445831181919,-1.27910398223806,-1.31105214820513,"setosa"
"50",-1.01843718133086,0.556745669608076,-1.33575163424152,-1.31105214820513,"setosa"
"51",1.39682886135102,0.327317509055298,0.533620881872567,0.263259971053865,"versicolor"
"52",0.672249048546457,0.327317509055298,0.420325577865652,0.394452647658782,"versicolor"
"53",1.27606555921693,0.0978893485025193,0.646916185879481,0.394452647658782,"versicolor"
"54",-0.41462067066039,-1.73753593591971,0.137087317848366,0.132067294448949,"versicolor"
"55",0.79301235068055,-0.590395133155817,0.476973229869109,0.394452647658782,"versicolor"
"56",-0.173094066392202,-0.590395133155817,0.420325577865652,0.132067294448949,"versicolor"
"57",0.551485746412362,0.556745669608076,0.533620881872567,0.525645324263698,"versicolor"
"58",-1.13920048346495,-1.50810777536693,-0.259446246175834,-0.2615107353658,"versicolor"
"59",0.913775652814644,-0.360966972603039,0.476973229869109,0.132067294448949,"versicolor"
"60",-0.776910577062672,-0.819823293708595,0.0804396658449091,0.263259971053865,"versicolor"
"61",-1.01843718133086,-2.42582041757805,-0.146150942168919,-0.2615107353658,"versicolor"
"62",0.0684325378759866,-0.13153881205026,0.250382621855281,0.394452647658782,"versicolor"
"63",0.18919584001008,-1.96696409647249,0.137087317848366,-0.2615107353658,"versicolor"
"64",0.309959142144174,-0.360966972603039,0.533620881872567,0.263259971053865,"versicolor"
"65",-0.293857368526296,-0.360966972603039,-0.0895032901654623,0.132067294448949,"versicolor"
"66",1.03453895494874,0.0978893485025193,0.363677925862195,0.263259971053865,"versicolor"
"67",-0.293857368526296,-0.13153881205026,0.420325577865652,0.394452647658782,"versicolor"
"68",-0.0523307642581081,-0.819823293708595,0.193734969851823,-0.2615107353658,"versicolor"
"69",0.430722444278268,-1.96696409647249,0.420325577865652,0.394452647658782,"versicolor"
"70",-0.293857368526296,-1.27867961481415,0.0804396658449091,-0.130318058760883,"versicolor"
"71",0.0684325378759866,0.327317509055298,0.590268533876024,0.788030677473531,"virginica"
"72",0.309959142144174,-0.590395133155817,0.137087317848366,0.132067294448949,"versicolor"
"73",0.551485746412362,-1.27867961481415,0.646916185879481,0.394452647658782,"virginica"
"74",0.309959142144174,-0.590395133155817,0.533620881872567,0.000874617844032679,"versicolor"
"75",0.672249048546457,-0.360966972603039,0.307030273858738,0.132067294448949,"versicolor"
"76",0.913775652814644,-0.13153881205026,0.363677925862195,0.263259971053865,"versicolor"
"77",1.15530225708283,-0.590395133155817,0.590268533876024,0.263259971053865,"versicolor"
"78",1.03453895494874,-0.13153881205026,0.703563837882938,0.656838000868614,"versicolor"
"79",0.18919584001008,-0.360966972603039,0.420325577865652,0.394452647658782,"versicolor"
"80",-0.173094066392202,-1.04925145426137,-0.146150942168919,-0.2615107353658,"versicolor"
"81",-0.41462067066039,-1.50810777536693,0.0237920138414519,-0.130318058760883,"versicolor"
"82",-0.41462067066039,-1.50810777536693,-0.0328556381620051,-0.2615107353658,"versicolor"
"83",-0.0523307642581081,-0.819823293708595,0.0804396658449091,0.000874617844032679,"versicolor"
"84",0.18919584001008,-0.819823293708595,0.760211489886395,0.525645324263698,"virginica"
"85",-0.535383972794483,-0.13153881205026,0.420325577865652,0.394452647658782,"versicolor"
"86",0.18919584001008,0.786173830160855,0.420325577865652,0.525645324263698,"versicolor"
"87",1.03453895494874,0.0978893485025193,0.533620881872567,0.394452647658782,"versicolor"
"88",0.551485746412362,-1.73753593591971,0.363677925862195,0.132067294448949,"versicolor"
"89",-0.293857368526296,-0.13153881205026,0.193734969851823,0.132067294448949,"versicolor"
"90",-0.41462067066039,-1.27867961481415,0.137087317848366,0.132067294448949,"versicolor"
"91",-0.41462067066039,-1.04925145426137,0.363677925862195,0.000874617844032679,"versicolor"
"92",0.309959142144174,-0.13153881205026,0.476973229869109,0.263259971053865,"versicolor"
"93",-0.0523307642581081,-1.04925145426137,0.137087317848366,0.000874617844032679,"versicolor"
"94",-1.01843718133086,-1.73753593591971,-0.259446246175834,-0.2615107353658,"versicolor"
"95",-0.293857368526296,-0.819823293708595,0.250382621855281,0.132067294448949,"versicolor"
"96",-0.173094066392202,-0.13153881205026,0.250382621855281,0.000874617844032679,"versicolor"
"97",-0.173094066392202,-0.360966972603039,0.250382621855281,0.132067294448949,"versicolor"
"98",0.430722444278268,-0.360966972603039,0.307030273858738,0.132067294448949,"versicolor"
"99",-0.897673879196766,-1.27867961481415,-0.429389202186205,-0.130318058760883,"versicolor"
"100",-0.173094066392202,-0.590395133155817,0.193734969851823,0.132067294448949,"versicolor"
"101",0.551485746412362,0.556745669608076,1.27004035791751,1.70637941370794,"virginica"
"102",-0.0523307642581081,-0.819823293708595,0.760211489886395,0.919223354078447,"virginica"
"103",1.51759216348511,-0.13153881205026,1.21339270591405,1.18160870728828,"virginica"
"104",0.551485746412362,-0.360966972603039,1.04344974990368,0.788030677473531,"virginica"
"105",0.79301235068055,-0.13153881205026,1.1567450539106,1.3128013838932,"virginica"
"106",2.12140867415558,-0.13153881205026,1.60992626993825,1.18160870728828,"virginica"
"107",-1.13920048346495,-1.27867961481415,0.420325577865652,0.656838000868614,"versicolor"
"108",1.7591187677533,-0.360966972603039,1.43998331392788,0.788030677473531,"virginica"
"109",1.03453895494874,-1.27867961481415,1.1567450539106,0.788030677473531,"virginica"
"110",1.63835546561921,1.24503015126641,1.32668800992097,1.70637941370794,"virginica"
"111",0.79301235068055,0.327317509055298,0.760211489886395,1.05041603068336,"virginica"
"112",0.672249048546457,-0.819823293708595,0.873506793893309,0.919223354078447,"virginica"
"113",1.15530225708283,-0.13153881205026,0.986802097900224,1.18160870728828,"virginica"
"114",-0.173094066392202,-1.27867961481415,0.703563837882938,1.05041603068336,"virginica"
"115",-0.0523307642581081,-0.590395133155817,0.760211489886395,1.57518673710303,"virginica"
"116",0.672249048546457,0.327317509055298,0.873506793893309,1.44399406049811,"virginica"
"117",0.79301235068055,-0.13153881205026,0.986802097900224,0.788030677473531,"virginica"
"118",2.24217197628968,1.70388647237197,1.66657392194171,1.3128013838932,"virginica"
"119",2.24217197628968,-1.04925145426137,1.77986922594862,1.44399406049811,"virginica"
"120",0.18919584001008,-1.96696409647249,0.703563837882938,0.394452647658782,"versicolor"
"121",1.27606555921693,0.327317509055298,1.10009740190714,1.44399406049811,"virginica"
"122",-0.293857368526296,-0.590395133155817,0.646916185879481,1.05041603068336,"virginica"
"123",2.24217197628968,-0.590395133155817,1.66657392194171,1.05041603068336,"virginica"
"124",0.551485746412362,-0.819823293708595,0.646916185879481,0.788030677473531,"virginica"
"125",1.03453895494874,0.556745669608076,1.10009740190714,1.18160870728828,"virginica"
"126",1.63835546561921,0.327317509055298,1.27004035791751,0.788030677473531,"virginica"
"127",0.430722444278268,-0.590395133155817,0.590268533876024,0.788030677473531,"virginica"
"128",0.309959142144174,-0.13153881205026,0.646916185879481,0.788030677473531,"virginica"
"129",0.672249048546457,-0.590395133155817,1.04344974990368,1.18160870728828,"virginica"
"130",1.63835546561921,-0.13153881205026,1.1567450539106,0.525645324263698,"virginica"
"131",1.8798820698874,-0.590395133155817,1.32668800992097,0.919223354078447,"virginica"
"132",2.48369858055787,1.70388647237197,1.49663096593134,1.05041603068336,"virginica"
"133",0.672249048546457,-0.590395133155817,1.04344974990368,1.3128013838932,"virginica"
"134",0.551485746412362,-0.590395133155817,0.760211489886395,0.394452647658782,"versicolor"
"135",0.309959142144174,-1.04925145426137,1.04344974990368,0.263259971053865,"versicolor"
"136",2.24217197628968,-0.13153881205026,1.32668800992097,1.44399406049811,"virginica"
"137",0.551485746412362,0.786173830160855,1.04344974990368,1.57518673710303,"virginica"
"138",0.672249048546457,0.0978893485025193,0.986802097900224,0.788030677473531,"virginica"
"139",0.18919584001008,-0.13153881205026,0.590268533876024,0.788030677473531,"virginica"
"140",1.27606555921693,0.0978893485025193,0.930154445896767,1.18160870728828,"virginica"
"141",1.03453895494874,0.0978893485025193,1.04344974990368,1.57518673710303,"virginica"
"142",1.27606555921693,0.0978893485025193,0.760211489886395,1.44399406049811,"virginica"
"143",-0.0523307642581081,-0.819823293708595,0.760211489886395,0.919223354078447,"virginica"
"144",1.15530225708283,0.327317509055298,1.21339270591405,1.44399406049811,"virginica"
"145",1.03453895494874,0.556745669608076,1.10009740190714,1.70637941370794,"virginica"
"146",1.03453895494874,-0.13153881205026,0.816859141889852,1.44399406049811,"virginica"
"147",0.551485746412362,-1.27867961481415,0.703563837882938,0.919223354078447,"virginica"
"148",0.79301235068055,-0.13153881205026,0.816859141889852,1.05041603068336,"virginica"
"149",0.430722444278268,0.786173830160855,0.930154445896767,1.44399406049811,"virginica"
"150",0.0684325378759866,-0.13153881205026,0.760211489886395,0.788030677473531,"virginica"
